artist,chart_date,year,quarter,chart_name,rank,title,chart_artist,peak_position,weeks_on_chart,grammy_years,month
Megan Thee Stallion,2021-10-01,2021,4.0,billboard-200,101,Good News,Megan Thee Stallion,2.0,44.0,[2021],
Megan Thee Stallion,2022-01-01,2022,1.0,billboard-200,179,Something For Thee Hotties: From Thee Archives,Megan Thee Stallion,5.0,8.0,[2021],
Megan Thee Stallion,2022-04-01,2022,2.0,billboard-200,172,Good News,Megan Thee Stallion,2.0,68.0,[2021],
Megan Thee Stallion,2022-10-01,2022,4.0,billboard-200,61,Traumazine,Megan Thee Stallion,4.0,6.0,[2021],
Megan Thee Stallion,2024-10-01,2024,4.0,billboard-200,133,Megan,Megan Thee Stallion,3.0,13.0,[2021],
Megan Thee Stallion,2025-01-01,2025,1.0,billboard-200,176,Megan,Megan Thee Stallion,3.0,24.0,[2021],
Bobbie Gentry,1967-10-01,1967,4.0,hot-100,3,Ode To Billie Joe,Bobbie Gentry,1.0,10.0,[1968],
Bobbie Gentry,1970-01-01,1970,1.0,hot-100,44,Fancy,Bobbie Gentry,44.0,7.0,[1968],
Bobbie Gentry,1970-04-01,1970,2.0,hot-100,27,All I Have To Do Is Dream,Bobbie Gentry & Glen Campbell,27.0,8.0,[1968],
Bobbie Gentry,1967-10-01,1967,4.0,billboard-200,2,Ode To Billie Joe,Bobbie Gentry,2.0,4.0,[1968],
Bobbie Gentry,1968-01-01,1968,1.0,billboard-200,36,Ode To Billie Joe,Bobbie Gentry,1.0,17.0,[1968],
Bobbie Gentry,1968-04-01,1968,2.0,billboard-200,96,The Eyes Of The Beacon Street Union,B,96.0,5.0,[1968],
Bobbie Gentry,1968-04-01,1968,2.0,billboard-200,175,The Delta Sweete,Bobbie Gentry,175.0,3.0,[1968],
Bobbie Gentry,1968-04-01,1968,2.0,billboard-200,197,Ode To Billie Joe,Bobbie Gentry,1.0,30.0,[1968],
Bobbie Gentry,1968-10-01,1968,4.0,billboard-200,175,The Clown Died In Marvin Gardens,B,175.0,4.0,[1968],
Bobbie Gentry,1969-01-01,1969,1.0,billboard-200,21,Bobbie Gentry & Glen Campbell,Bobbie Gentry & Glen Campbell,11.0,13.0,[1968],
Bobbie Gentry,1969-04-01,1969,2.0,billboard-200,52,Bobbie Gentry & Glen Campbell,Bobbie Gentry & Glen Campbell,11.0,26.0,[1968],
Bobbie Gentry,1969-04-01,1969,2.0,billboard-200,75,The Thorn In Mrs. Rose's Side,B,75.0,9.0,[1968],
Bobbie Gentry,1969-07-01,1969,3.0,billboard-200,90,Bobbie Gentry & Glen Campbell,Bobbie Gentry & Glen Campbell,11.0,39.0,[1968],
Bobbie Gentry,1970-01-01,1970,1.0,billboard-200,180,Bobbie Gentry's Greatest!,Bobbie Gentry,180.0,2.0,[1968],
Bobbie Gentry,1970-07-01,1970,3.0,billboard-200,148,Fancy,Bobbie Gentry,96.0,9.0,[1968],
Bobbie Gentry,1971-07-01,1971,3.0,billboard-200,105,Osibisa,O,105.0,1.0,[1968],
Bobbie Gentry,1971-10-01,1971,4.0,billboard-200,136,Osibisa,O,55.0,14.0,[1968],
Bobbie Gentry,1972-04-01,1972,2.0,billboard-200,70,Wcyaya,O,66.0,8.0,[1968],
Bobbie Gentry,1974-10-01,1974,4.0,billboard-200,181,Osibirock,O,181.0,2.0,[1968],
Bobbie Gentry,1975-01-01,1975,1.0,billboard-200,181,Hot Wire,TR,181.0,1.0,[1968],
Bobbie Gentry,1976-01-01,1976,1.0,billboard-200,158,The Band Plays On,B,111.0,8.0,[1968],
Sheryl Crow,1994-10-01,1994,4.0,hot-100,3,All I Wanna Do,Sheryl Crow,3.0,9.0,[1995],
Sheryl Crow,1995-01-01,1995,1.0,hot-100,17,All I Wanna Do,Sheryl Crow,2.0,23.0,[1995],
Sheryl Crow,1995-01-01,1995,1.0,hot-100,73,Strong Enough,Sheryl Crow,73.0,2.0,[1995],
Sheryl Crow,1995-04-01,1995,2.0,hot-100,5,Strong Enough,Sheryl Crow,5.0,14.0,[1995],
Sheryl Crow,1995-10-01,1995,4.0,hot-100,63,Can't Cry Anymore,Sheryl Crow,36.0,14.0,[1995],
Sheryl Crow,1996-10-01,1996,4.0,hot-100,24,If It Makes You Happy,Sheryl Crow,24.0,3.0,[1995],
Sheryl Crow,1997-01-01,1997,1.0,hot-100,16,If It Makes You Happy,Sheryl Crow,11.0,16.0,[1995],
Sheryl Crow,1997-04-01,1997,2.0,hot-100,11,Everyday Is A Winding Road,Sheryl Crow,11.0,2.0,[1995],
Sheryl Crow,1997-07-01,1997,3.0,hot-100,52,Everyday Is A Winding Road,Sheryl Crow,11.0,15.0,[1995],
Sheryl Crow,1999-01-01,1999,1.0,hot-100,27,My Favorite Mistake,Sheryl Crow,20.0,5.0,[1995],
Sheryl Crow,1999-07-01,1999,3.0,hot-100,93,Anything But Down,Sheryl Crow,49.0,13.0,[1995],
Sheryl Crow,2002-07-01,2002,3.0,hot-100,19,Soak Up The Sun,Sheryl Crow,19.0,13.0,[1995],
Sheryl Crow,2002-10-01,2002,4.0,hot-100,40,Soak Up The Sun,Sheryl Crow,17.0,26.0,[1995],
Sheryl Crow,2002-10-01,2002,4.0,hot-100,88,Steve McQueen,Sheryl Crow,88.0,4.0,[1995],
Sheryl Crow,2003-01-01,2003,1.0,hot-100,24,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,24.0,6.0,[1995],
Sheryl Crow,2003-04-01,2003,2.0,hot-100,4,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,4.0,19.0,[1995],
Sheryl Crow,2003-07-01,2003,3.0,hot-100,38,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,4.0,32.0,[1995],
Sheryl Crow,2004-01-01,2004,1.0,hot-100,30,The First Cut Is The Deepest,Sheryl Crow,30.0,11.0,[1995],
Sheryl Crow,2004-04-01,2004,2.0,hot-100,14,The First Cut Is The Deepest,Sheryl Crow,14.0,24.0,[1995],
Sheryl Crow,2005-10-01,2005,4.0,hot-100,88,Good Is Good,Sheryl Crow,88.0,1.0,[1995],
Sheryl Crow,1994-04-01,1994,2.0,billboard-200,121,Tuesday Night Music Club,Sheryl Crow,121.0,3.0,[1995],
Sheryl Crow,1994-07-01,1994,3.0,billboard-200,196,Tuesday Night Music Club,Sheryl Crow,94.0,16.0,[1995],
Sheryl Crow,1994-10-01,1994,4.0,billboard-200,8,Tuesday Night Music Club,Sheryl Crow,8.0,29.0,[1995],
Sheryl Crow,1995-01-01,1995,1.0,billboard-200,28,Tuesday Night Music Club,Sheryl Crow,8.0,43.0,[1995],
Sheryl Crow,1995-04-01,1995,2.0,billboard-200,7,Tuesday Night Music Club,Sheryl Crow,3.0,55.0,[1995],
Sheryl Crow,1995-07-01,1995,3.0,billboard-200,33,Tuesday Night Music Club,Sheryl Crow,3.0,68.0,[1995],
Sheryl Crow,1995-10-01,1995,4.0,billboard-200,69,Tuesday Night Music Club,Sheryl Crow,3.0,82.0,[1995],
Sheryl Crow,1996-01-01,1996,1.0,billboard-200,163,Tuesday Night Music Club,Sheryl Crow,3.0,95.0,[1995],
Sheryl Crow,1997-01-01,1997,1.0,billboard-200,27,Sheryl Crow,Sheryl Crow,6.0,13.0,[1995],
Sheryl Crow,1997-04-01,1997,2.0,billboard-200,25,Sheryl Crow,Sheryl Crow,6.0,26.0,[1995],
Sheryl Crow,1997-07-01,1997,3.0,billboard-200,52,Sheryl Crow,Sheryl Crow,6.0,39.0,[1995],
Sheryl Crow,1997-10-01,1997,4.0,billboard-200,99,Sheryl Crow,Sheryl Crow,6.0,52.0,[1995],
Sheryl Crow,1998-01-01,1998,1.0,billboard-200,179,Sheryl Crow,Sheryl Crow,6.0,62.0,[1995],
Sheryl Crow,1999-01-01,1999,1.0,billboard-200,44,The Globe Sessions,Sheryl Crow,5.0,12.0,[1995],
Sheryl Crow,1999-04-01,1999,2.0,billboard-200,70,The Globe Sessions,Sheryl Crow,5.0,25.0,[1995],
Sheryl Crow,1999-07-01,1999,3.0,billboard-200,138,The Globe Sessions,Sheryl Crow,5.0,38.0,[1995],
Sheryl Crow,1999-10-01,1999,4.0,billboard-200,138,The Globe Sessions,Sheryl Crow,5.0,51.0,[1995],
Sheryl Crow,2000-01-01,2000,1.0,billboard-200,117,Sheryl Crow And Friends: Live From Central Park,Sheryl Crow,107.0,2.0,[1995],
Sheryl Crow,2002-07-01,2002,3.0,billboard-200,13,"C'mon, C'mon",Sheryl Crow,2.0,10.0,[1995],
Sheryl Crow,2002-10-01,2002,4.0,billboard-200,30,"C'mon, C'mon",Sheryl Crow,2.0,23.0,[1995],
Sheryl Crow,2003-01-01,2003,1.0,billboard-200,99,"C'mon, C'mon",Sheryl Crow,2.0,36.0,[1995],
Sheryl Crow,2003-04-01,2003,2.0,billboard-200,117,"C'mon, C'mon",Sheryl Crow,2.0,49.0,[1995],
Sheryl Crow,2004-01-01,2004,1.0,billboard-200,7,The Very Best Of Sheryl Crow,Sheryl Crow,4.0,7.0,[1995],
Sheryl Crow,2004-04-01,2004,2.0,billboard-200,11,The Very Best Of Sheryl Crow,Sheryl Crow,2.0,20.0,[1995],
Sheryl Crow,2004-07-01,2004,3.0,billboard-200,61,The Very Best Of Sheryl Crow,Sheryl Crow,2.0,33.0,[1995],
Sheryl Crow,2004-10-01,2004,4.0,billboard-200,101,The Very Best Of Sheryl Crow,Sheryl Crow,2.0,46.0,[1995],
Sheryl Crow,2005-01-01,2005,1.0,billboard-200,171,The Very Best Of Sheryl Crow,Sheryl Crow,2.0,59.0,[1995],
Sheryl Crow,2005-04-01,2005,2.0,billboard-200,197,The Very Best Of Sheryl Crow,Sheryl Crow,2.0,72.0,[1995],
Sheryl Crow,2005-10-01,2005,4.0,billboard-200,114,The Very Best Of Sheryl Crow,Sheryl Crow,2.0,74.0,[1995],
Toni Braxton,1992-10-01,1992,4.0,hot-100,50,"Give U My Heart (From ""Boomerang"")",Babyface (Featuring Toni Braxton),29.0,11.0,[1994],
Toni Braxton,1993-01-01,1993,1.0,hot-100,44,"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,44.0,8.0,[1994],
Toni Braxton,1993-07-01,1993,3.0,hot-100,88,Another Sad Love Song,Toni Braxton,88.0,1.0,[1994],
Toni Braxton,1993-10-01,1993,4.0,hot-100,8,Another Sad Love Song,Toni Braxton,8.0,14.0,[1994],
Toni Braxton,1994-01-01,1994,1.0,hot-100,6,Breathe Again,Toni Braxton,6.0,12.0,[1994],
Toni Braxton,1994-04-01,1994,2.0,hot-100,13,Breathe Again,Toni Braxton,3.0,25.0,[1994],
Toni Braxton,1994-04-01,1994,2.0,hot-100,86,You Mean The World To Me,Toni Braxton,86.0,1.0,[1994],
Toni Braxton,1994-07-01,1994,3.0,hot-100,7,You Mean The World To Me,Toni Braxton,7.0,14.0,[1994],
Toni Braxton,1994-10-01,1994,4.0,hot-100,30,You Mean The World To Me,Toni Braxton,7.0,27.0,[1994],
Toni Braxton,1994-10-01,1994,4.0,hot-100,94,I Belong To You/How Many Ways,Toni Braxton,94.0,1.0,[1994],
Toni Braxton,1995-01-01,1995,1.0,hot-100,30,I Belong To You/How Many Ways,Toni Braxton,30.0,15.0,[1994],
Toni Braxton,1996-07-01,1996,3.0,hot-100,2,You're Makin' Me High/Let It Flow,Toni Braxton,2.0,5.0,[1994],
Toni Braxton,1996-10-01,1996,4.0,hot-100,10,You're Makin' Me High/Let It Flow,Toni Braxton,1.0,18.0,[1994],
Toni Braxton,1997-01-01,1997,1.0,hot-100,1,Un-Break My Heart,Toni Braxton,1.0,11.0,[1994],
Toni Braxton,1997-01-01,1997,1.0,hot-100,32,You're Makin' Me High/Let It Flow,Toni Braxton,1.0,31.0,[1994],
Toni Braxton,1997-04-01,1997,2.0,hot-100,7,Un-Break My Heart,Toni Braxton,1.0,24.0,[1994],
Toni Braxton,1997-04-01,1997,2.0,hot-100,43,I Love Me Some Him/I Don't Want To,Toni Braxton,43.0,2.0,[1994],
Toni Braxton,1997-07-01,1997,3.0,hot-100,31,I Love Me Some Him/I Don't Want To,Toni Braxton,19.0,15.0,[1994],
Toni Braxton,1997-07-01,1997,3.0,hot-100,38,Un-Break My Heart,Toni Braxton,1.0,37.0,[1994],
Toni Braxton,2000-04-01,2000,2.0,hot-100,48,He Wasn't Man Enough,Toni Braxton,48.0,3.0,[1994],
Toni Braxton,2000-07-01,2000,3.0,hot-100,15,He Wasn't Man Enough,Toni Braxton,2.0,16.0,[1994],
Toni Braxton,2000-10-01,2000,4.0,hot-100,19,He Wasn't Man Enough,Toni Braxton,2.0,30.0,[1994],
Toni Braxton,2000-10-01,2000,4.0,hot-100,50,Just Be A Man About It,Toni Braxton,32.0,11.0,[1994],
Toni Braxton,2003-01-01,2003,1.0,hot-100,93,Hit The Freeway,Toni Braxton Featuring Loon,86.0,9.0,[1994],
Toni Braxton,1993-10-01,1993,4.0,billboard-200,14,Toni Braxton,Toni Braxton,14.0,10.0,[1994],
Toni Braxton,1994-01-01,1994,1.0,billboard-200,20,Toni Braxton,Toni Braxton,10.0,23.0,[1994],
Toni Braxton,1994-04-01,1994,2.0,billboard-200,6,Toni Braxton,Toni Braxton,1.0,36.0,[1994],
Toni Braxton,1994-07-01,1994,3.0,billboard-200,18,Toni Braxton,Toni Braxton,1.0,49.0,[1994],
Toni Braxton,1994-10-01,1994,4.0,billboard-200,52,Toni Braxton,Toni Braxton,1.0,62.0,[1994],
Toni Braxton,1995-01-01,1995,1.0,billboard-200,87,Toni Braxton,Toni Braxton,1.0,76.0,[1994],
Toni Braxton,1995-04-01,1995,2.0,billboard-200,124,Toni Braxton,Toni Braxton,1.0,88.0,[1994],
Toni Braxton,1996-07-01,1996,3.0,billboard-200,2,Secrets,Toni Braxton,2.0,1.0,[1994],
Toni Braxton,1996-10-01,1996,4.0,billboard-200,12,Secrets,Toni Braxton,2.0,14.0,[1994],
Toni Braxton,1997-01-01,1997,1.0,billboard-200,6,Secrets,Toni Braxton,2.0,27.0,[1994],
Toni Braxton,1997-04-01,1997,2.0,billboard-200,15,Secrets,Toni Braxton,2.0,40.0,[1994],
Toni Braxton,1997-07-01,1997,3.0,billboard-200,49,Secrets,Toni Braxton,2.0,53.0,[1994],
Toni Braxton,1997-10-01,1997,4.0,billboard-200,110,Secrets,Toni Braxton,2.0,66.0,[1994],
Toni Braxton,1998-01-01,1998,1.0,billboard-200,157,Secrets,Toni Braxton,2.0,79.0,[1994],
Toni Braxton,1998-04-01,1998,2.0,billboard-200,190,Secrets,Toni Braxton,2.0,92.0,[1994],
Toni Braxton,2000-07-01,2000,3.0,billboard-200,28,The Heat,Toni Braxton,2.0,8.0,[1994],
Toni Braxton,2000-10-01,2000,4.0,billboard-200,32,The Heat,Toni Braxton,2.0,22.0,[1994],
Toni Braxton,2001-01-01,2001,1.0,billboard-200,127,The Heat,Toni Braxton,2.0,35.0,[1994],
Toni Braxton,2002-01-01,2002,1.0,billboard-200,168,Snowflakes,Toni Braxton,119.0,7.0,[1994],
Toni Braxton,2003-01-01,2003,1.0,billboard-200,116,More Than A Woman,Toni Braxton,13.0,5.0,[1994],
Marvin Hamlisch,1974-04-01,1974,2.0,hot-100,60,The Entertainer,"Marvin Hamlisch/""The Sting""",60.0,3.0,[1975],
Marvin Hamlisch,1974-07-01,1974,3.0,hot-100,23,The Entertainer,"Marvin Hamlisch/""The Sting""",3.0,16.0,[1975],
Marvin Hamlisch,1979-10-01,1979,4.0,hot-100,8,Pop Muzik,M,8.0,9.0,[1975],
Marvin Hamlisch,1980-01-01,1980,1.0,hot-100,32,Pop Muzik,M,1.0,22.0,[1975],
Marvin Hamlisch,1970-04-01,1970,2.0,billboard-200,93,Lord Sutch And Heavy Friends,L,84.0,7.0,[1975],
Marvin Hamlisch,1980-01-01,1980,1.0,billboard-200,103,"New York,london,paris,munich",M,103.0,3.0,[1975],
Mariah Carey,1990-07-01,1990,3.0,hot-100,17,Vision Of Love,Mariah Carey,17.0,6.0,[1991],
Mariah Carey,1990-10-01,1990,4.0,hot-100,24,Love Takes Time,Mariah Carey,24.0,4.0,[1991],
Mariah Carey,1990-10-01,1990,4.0,hot-100,38,Vision Of Love,Mariah Carey,1.0,19.0,[1991],
Mariah Carey,1991-01-01,1991,1.0,hot-100,19,Love Takes Time,Mariah Carey,1.0,17.0,[1991],
Mariah Carey,1991-04-01,1991,2.0,hot-100,13,Someday,Mariah Carey,1.0,12.0,[1991],
Mariah Carey,1991-04-01,1991,2.0,hot-100,50,I Don't Wanna Cry,Mariah Carey,50.0,1.0,[1991],
Mariah Carey,1991-07-01,1991,3.0,hot-100,29,I Don't Wanna Cry,Mariah Carey,1.0,14.0,[1991],
Mariah Carey,1991-10-01,1991,4.0,hot-100,3,Emotions,Mariah Carey,3.0,6.0,[1991],
Mariah Carey,1992-01-01,1992,1.0,hot-100,4,Can't Let Go,Mariah Carey,4.0,8.0,[1991],
Mariah Carey,1992-01-01,1992,1.0,hot-100,38,Emotions,Mariah Carey,1.0,19.0,[1991],
Mariah Carey,1992-04-01,1992,2.0,hot-100,8,Make It Happen,Mariah Carey,8.0,7.0,[1991],
Mariah Carey,1992-07-01,1992,3.0,hot-100,2,I'll Be There,Mariah Carey,1.0,6.0,[1991],
Mariah Carey,1992-07-01,1992,3.0,hot-100,55,Make It Happen,Mariah Carey,5.0,20.0,[1991],
Mariah Carey,1992-10-01,1992,4.0,hot-100,75,I'll Be There,Mariah Carey,1.0,19.0,[1991],
Mariah Carey,1993-10-01,1993,4.0,hot-100,1,Dreamlover,Mariah Carey,1.0,9.0,[1991],
Mariah Carey,1994-01-01,1994,1.0,hot-100,1,Hero,Mariah Carey,1.0,11.0,[1991],
Mariah Carey,1994-01-01,1994,1.0,hot-100,30,Dreamlover,Mariah Carey,1.0,22.0,[1991],
Mariah Carey,1994-04-01,1994,2.0,hot-100,3,Without You/Never Forget You,Mariah Carey,3.0,10.0,[1991],
Mariah Carey,1994-04-01,1994,2.0,hot-100,22,Hero,Mariah Carey,1.0,24.0,[1991],
Mariah Carey,1994-07-01,1994,3.0,hot-100,12,Anytime You Need A Friend,Mariah Carey,12.0,6.0,[1991],
Mariah Carey,1994-07-01,1994,3.0,hot-100,46,Without You/Never Forget You,Mariah Carey,3.0,23.0,[1991],
Mariah Carey,1994-10-01,1994,4.0,hot-100,2,Endless Love,Luther Vandross & Mariah Carey,2.0,4.0,[1991],
Mariah Carey,1994-10-01,1994,4.0,hot-100,39,Anytime You Need A Friend,Mariah Carey,12.0,19.0,[1991],
Mariah Carey,1995-01-01,1995,1.0,hot-100,70,Endless Love,Luther Vandross & Mariah Carey,2.0,18.0,[1991],
Mariah Carey,1995-10-01,1995,4.0,hot-100,1,Fantasy,Mariah Carey,1.0,2.0,[1991],
Mariah Carey,1996-01-01,1996,1.0,hot-100,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,6.0,[1991],
Mariah Carey,1996-01-01,1996,1.0,hot-100,8,Fantasy,Mariah Carey,1.0,15.0,[1991],
Mariah Carey,1996-04-01,1996,2.0,hot-100,2,Always Be My Baby,Mariah Carey,2.0,1.0,[1991],
Mariah Carey,1996-04-01,1996,2.0,hot-100,9,One Sweet Day,Mariah Carey & Boyz II Men,1.0,19.0,[1991],
Mariah Carey,1996-07-01,1996,3.0,hot-100,6,Always Be My Baby,Mariah Carey,1.0,14.0,[1991],
Mariah Carey,1996-10-01,1996,4.0,hot-100,42,Always Be My Baby,Mariah Carey,1.0,27.0,[1991],
Mariah Carey,1997-10-01,1997,4.0,hot-100,2,Honey,Mariah Carey,1.0,4.0,[1991],
Mariah Carey,1998-01-01,1998,1.0,hot-100,40,Honey,Mariah Carey,1.0,17.0,[1991],
Mariah Carey,1998-07-01,1998,3.0,hot-100,4,My All,Mariah Carey,1.0,9.0,[1991],
Mariah Carey,1999-01-01,1999,1.0,hot-100,64,When You Believe,Whitney Houston & Mariah Carey,51.0,5.0,[1991],
Mariah Carey,1999-04-01,1999,2.0,hot-100,5,I Still Believe,Mariah Carey,4.0,9.0,[1991],
Mariah Carey,1999-10-01,1999,4.0,hot-100,16,Heartbreaker,Mariah Carey Featuring Jay-Z,16.0,5.0,[1991],
Mariah Carey,2000-01-01,2000,1.0,hot-100,43,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,43.0,4.0,[1991],
Mariah Carey,2000-01-01,2000,1.0,hot-100,60,Heartbreaker,Mariah Carey Featuring Jay-Z,1.0,18.0,[1991],
Mariah Carey,2000-04-01,2000,2.0,hot-100,43,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,1.0,17.0,[1991],
Mariah Carey,2000-07-01,2000,3.0,hot-100,34,Crybaby,Mariah Carey Featuring Snoop Dogg,28.0,2.0,[1991],
Mariah Carey,2001-07-01,2001,3.0,hot-100,59,Loverboy,Mariah Carey Featuring Cameo,59.0,3.0,[1991],
Mariah Carey,1990-07-01,1990,3.0,billboard-200,41,Mariah Carey,Mariah Carey,41.0,2.0,[1991],
Mariah Carey,1990-10-01,1990,4.0,billboard-200,3,Mariah Carey,Mariah Carey,3.0,15.0,[1991],
Mariah Carey,1991-01-01,1991,1.0,billboard-200,5,Mariah Carey,Mariah Carey,3.0,28.0,[1991],
Mariah Carey,1991-04-01,1991,2.0,billboard-200,1,Mariah Carey,Mariah Carey,1.0,41.0,[1991],
Mariah Carey,1991-07-01,1991,3.0,billboard-200,8,Mariah Carey,Mariah Carey,1.0,54.0,[1991],
Mariah Carey,1991-10-01,1991,4.0,billboard-200,4,Emotions,Mariah Carey,4.0,1.0,[1991],
Mariah Carey,1991-10-01,1991,4.0,billboard-200,31,Mariah Carey,Mariah Carey,1.0,67.0,[1991],
Mariah Carey,1992-01-01,1992,1.0,billboard-200,11,Emotions,Mariah Carey,4.0,14.0,[1991],
Mariah Carey,1992-01-01,1992,1.0,billboard-200,64,Mariah Carey,Mariah Carey,1.0,80.0,[1991],
Mariah Carey,1992-04-01,1992,2.0,billboard-200,23,Emotions,Mariah Carey,4.0,27.0,[1991],
Mariah Carey,1992-04-01,1992,2.0,billboard-200,109,Mariah Carey,Mariah Carey,1.0,93.0,[1991],
Mariah Carey,1992-07-01,1992,3.0,billboard-200,3,MTV Unplugged EP,Mariah Carey,3.0,3.0,[1991],
Mariah Carey,1992-07-01,1992,3.0,billboard-200,72,Emotions,Mariah Carey,4.0,40.0,[1991],
Mariah Carey,1992-07-01,1992,3.0,billboard-200,160,Mariah Carey,Mariah Carey,1.0,106.0,[1991],
Mariah Carey,1992-10-01,1992,4.0,billboard-200,27,MTV Unplugged EP,Mariah Carey,3.0,16.0,[1991],
Mariah Carey,1992-10-01,1992,4.0,billboard-200,194,Emotions,Mariah Carey,4.0,53.0,[1991],
Mariah Carey,1993-01-01,1993,1.0,billboard-200,71,MTV Unplugged EP,Mariah Carey,3.0,29.0,[1991],
Mariah Carey,1993-04-01,1993,2.0,billboard-200,103,MTV Unplugged EP,Mariah Carey,3.0,42.0,[1991],
Mariah Carey,1993-10-01,1993,4.0,billboard-200,2,Music Box,Mariah Carey,2.0,3.0,[1991],
Mariah Carey,1994-01-01,1994,1.0,billboard-200,1,Music Box,Mariah Carey,1.0,16.0,[1991],
Mariah Carey,1994-01-01,1994,1.0,billboard-200,165,MTV Unplugged EP,Mariah Carey,3.0,53.0,[1991],
Mariah Carey,1994-04-01,1994,2.0,billboard-200,5,Music Box,Mariah Carey,1.0,29.0,[1991],
Mariah Carey,1994-07-01,1994,3.0,billboard-200,25,Music Box,Mariah Carey,1.0,42.0,[1991],
Mariah Carey,1994-10-01,1994,4.0,billboard-200,60,Music Box,Mariah Carey,1.0,55.0,[1991],
Mariah Carey,1995-01-01,1995,1.0,billboard-200,6,Merry Christmas,Mariah Carey,3.0,8.0,[1991],
Mariah Carey,1995-01-01,1995,1.0,billboard-200,72,Music Box,Mariah Carey,1.0,69.0,[1991],
Mariah Carey,1995-04-01,1995,2.0,billboard-200,129,Music Box,Mariah Carey,1.0,81.0,[1991],
Mariah Carey,1995-07-01,1995,3.0,billboard-200,170,Music Box,Mariah Carey,1.0,94.0,[1991],
Mariah Carey,1995-10-01,1995,4.0,billboard-200,195,Music Box,Mariah Carey,1.0,103.0,[1991],
Mariah Carey,1996-01-01,1996,1.0,billboard-200,1,Daydream,Mariah Carey,1.0,12.0,[1991],
Mariah Carey,1996-01-01,1996,1.0,billboard-200,165,Music Box,Mariah Carey,1.0,108.0,[1991],
Mariah Carey,1996-04-01,1996,2.0,billboard-200,6,Daydream,Mariah Carey,1.0,25.0,[1991],
Mariah Carey,1996-04-01,1996,2.0,billboard-200,180,Music Box,Mariah Carey,1.0,121.0,[1991],
Mariah Carey,1996-07-01,1996,3.0,billboard-200,19,Daydream,Mariah Carey,1.0,38.0,[1991],
Mariah Carey,1996-10-01,1996,4.0,billboard-200,49,Daydream,Mariah Carey,1.0,51.0,[1991],
Mariah Carey,1997-01-01,1997,1.0,billboard-200,70,Daydream,Mariah Carey,1.0,64.0,[1991],
Mariah Carey,1997-04-01,1997,2.0,billboard-200,157,Daydream,Mariah Carey,1.0,77.0,[1991],
Mariah Carey,1997-10-01,1997,4.0,billboard-200,1,Butterfly,Mariah Carey,1.0,1.0,[1991],
Mariah Carey,1998-01-01,1998,1.0,billboard-200,10,Butterfly,Mariah Carey,1.0,14.0,[1991],
Mariah Carey,1998-04-01,1998,2.0,billboard-200,33,Butterfly,Mariah Carey,1.0,27.0,[1991],
Mariah Carey,1998-07-01,1998,3.0,billboard-200,64,Butterfly,Mariah Carey,1.0,40.0,[1991],
Mariah Carey,1998-10-01,1998,4.0,billboard-200,170,Butterfly,Mariah Carey,1.0,53.0,[1991],
Mariah Carey,1999-01-01,1999,1.0,billboard-200,7,# 1's,Mariah Carey,4.0,5.0,[1991],
Mariah Carey,1999-01-01,1999,1.0,billboard-200,60,VH1 Divas Live,"Celine Dion, Gloria Estefan, Aretha Franklin, Shania Twain & Mariah Carey",21.0,11.0,[1991],
Mariah Carey,1999-01-01,1999,1.0,billboard-200,199,Butterfly,Mariah Carey,1.0,55.0,[1991],
Mariah Carey,1999-04-01,1999,2.0,billboard-200,41,# 1's,Mariah Carey,4.0,18.0,[1991],
Mariah Carey,1999-07-01,1999,3.0,billboard-200,137,# 1's,Mariah Carey,4.0,31.0,[1991],
Mariah Carey,1999-10-01,1999,4.0,billboard-200,173,# 1's,Mariah Carey,4.0,44.0,[1991],
Mariah Carey,2000-01-01,2000,1.0,billboard-200,8,Rainbow,Mariah Carey,2.0,7.0,[1991],
Mariah Carey,2000-01-01,2000,1.0,billboard-200,180,# 1's,Mariah Carey,4.0,53.0,[1991],
Mariah Carey,2000-04-01,2000,2.0,billboard-200,84,Rainbow,Mariah Carey,2.0,20.0,[1991],
Mariah Carey,2001-10-01,2001,4.0,billboard-200,17,Glitter (Soundtrack),Mariah Carey,7.0,2.0,[1991],
John Legend,2004-07-01,2004,3.0,hot-100,67,Selfish,Slum Village Featuring Kanye West & John Legend,67.0,7.0,[2006],
John Legend,2004-10-01,2004,4.0,hot-100,97,Used To Love U,John Legend,97.0,1.0,[2006],
John Legend,2005-04-01,2005,2.0,hot-100,31,Ordinary People,John Legend,24.0,13.0,[2006],
John Legend,2008-10-01,2008,4.0,hot-100,44,Green Light,John Legend Featuring Andre 3000,44.0,3.0,[2006],
John Legend,2009-01-01,2009,1.0,hot-100,24,Green Light,John Legend Featuring Andre 3000,24.0,16.0,[2006],
John Legend,2009-04-01,2009,2.0,hot-100,77,Magnificent,Rick Ross Featuring John Legend,77.0,3.0,[2006],
John Legend,2012-10-01,2012,4.0,hot-100,91,Tonight (Best You Ever Had),John Legend Featuring Ludacris,79.0,11.0,[2006],
